dataset,method,M,ef_construction,run_id,build_time_sec,dist_computations,skipped_computations,classifier_overhead_sec,n_classifier_calls
sift10k,Vanilla-HNSW,16,200,0,0.5480020046234131,2000000,0,0.0,0
sift10k,Python-Vanilla,16,200,0,51.9410879611969,30006574,0,0.0,0
sift10k,Random-Skip,16,200,0,41.6046781539917,24786285,5864278,0.0,0
sift10k,Dist-Threshold,16,200,0,90.44024682044983,25480845,4601883,0.0,0
sift10k,LearnToSkip-logistic,16,200,0,126.19472694396973,19842831,9003731,87.931007848,1923291
sift10k,LearnToSkip-tree,16,200,0,115.33544206619263,18632536,9816372,78.945334685,1919934
sift10k,LearnToSkip-xgboost,16,200,0,476.5945918560028,19306476,9360146,434.185859267,1920249
