dataset,method,M,ef_construction,build_time_mean,build_time_std,dist_comp_mean,skipped_mean,clf_overhead_mean,py_vanilla_dists,dist_speedup,vanilla_time,wall_speedup
sift10k,Dist-Threshold,16,200,90.44024682044983,,25480845.0,4601883.0,0.0,30006574.0,1.1776129873244,0.5480020046234131,0.006059271440416967
sift10k,LearnToSkip-logistic,16,200,126.19472694396973,,19842831.0,9003731.0,87.931007848,30006574.0,1.5122123451033775,0.5480020046234131,0.004342511116702405
sift10k,LearnToSkip-tree,16,200,115.33544206619263,,18632536.0,9816372.0,78.945334685,30006574.0,1.610439609508872,0.5480020046234131,0.004751375594580086
sift10k,LearnToSkip-xgboost,16,200,476.5945918560028,,19306476.0,9360146.0,434.185859267,30006574.0,1.5542232564865799,0.5480020046234131,0.0011498284159904718
sift10k,Python-Vanilla,16,200,51.9410879611969,,30006574.0,0.0,0.0,30006574.0,1.0,0.5480020046234131,0.010550452948401916
sift10k,Random-Skip,16,200,41.6046781539917,,24786285.0,5864278.0,0.0,30006574.0,1.2106119977237413,0.5480020046234131,0.013171643885696922
sift10k,Vanilla-HNSW,16,200,0.5480020046234131,,2000000.0,0.0,0.0,30006574.0,15.003287,0.5480020046234131,1.0
